7.000000 -1.000000
6.908326 -1.009102
6.875524 -0.996004
6.813042 -0.897917
6.786296 -0.927675
6.712807 -1.014842
6.643519 -0.997912
6.704820 -1.069817
6.646998 -1.168502
6.733531 -1.200436
6.752306 -1.221857
6.791305 -1.276137
6.693716 -1.353945
6.617067 -1.303761
6.646405 -1.318445
6.609321 -1.331088
6.649830 -1.276126
6.613793 -1.179661
6.543988 -1.104455
6.519461 -1.091488
6.473959 -1.003623
6.481996 -0.974067
6.483909 -1.033407
6.440083 -0.992474
6.474206 -0.971054
6.476656 -0.960616
6.564233 -1.021549
6.480601 -1.007604
6.571221 -1.061736
6.538848 -1.044747
6.567597 -0.964100
6.515998 -0.966201
6.481834 -0.900754
6.568641 -0.882086
6.546412 -0.942859
6.638650 -0.912784
6.734753 -0.942540
6.764699 -0.879517
6.680558 -0.943267
6.602968 -0.843412
6.629069 -0.930323
6.586808 -0.889295
6.686423 -0.960943
6.767659 -0.917699
6.753763 -0.964820
6.769216 -0.957004
6.809424 -0.904621
6.757674 -0.905552
6.677699 -0.905540
6.658396 -0.866635
6.641802 -0.877746
6.686172 -0.920506
6.710490 -0.956846
6.655339 -0.986457
6.663622 -1.028768
6.587544 -1.094749
6.593173 -1.073424
6.571177 -1.014004
6.631657 -1.022897
6.587351 -0.970961
6.636597 -0.999160
6.653573 -0.901158
6.607879 -0.803885
6.588622 -0.746008
6.595119 -0.742377
6.607080 -0.750068
6.555447 -0.694807
6.506543 -0.728306
6.543596 -0.708446
6.472358 -0.719099
6.434815 -0.794031
6.523268 -0.782439
6.519178 -0.722344
6.529889 -0.637081
6.589310 -0.607168
6.679952 -0.528779
6.713300 -0.624866
6.623281 -0.613171
6.697458 -0.694078
6.685811 -0.705946
6.598049 -0.682834
6.574555 -0.703449
6.476478 -0.641592
6.570992 -0.707440
6.529292 -0.738422
6.519566 -0.731095
6.456768 -0.637855
6.426393 -0.629791
6.523222 -0.553123
6.530840 -0.642155
6.553414 -0.601765
6.524696 -0.605687
6.455026 -0.527190
6.359447 -0.498668
6.326599 -0.465349
6.311295 -0.546302
6.357112 -0.614481
6.257607 -0.635367
6.295484 -0.685777
6.205376 -0.690305
6.268552 -0.631556
6.342550 -0.678475
6.268138 -0.695544
6.242039 -0.752620
6.178254 -0.748899
6.256106 -0.748084
6.275450 -0.791060
6.228410 -0.762198
6.197866 -0.803996
6.277477 -0.890202
6.347618 -0.843836
6.385479 -0.819821
6.309839 -0.762412
6.321105 -0.696522
6.354661 -0.690743
6.363696 -0.693052
6.414623 -0.603365
6.372178 -0.577890
6.275064 -0.616846
6.332981 -0.636042
6.254203 -0.543872
6.227583 -0.480076
6.320594 -0.521160
6.415898 -0.446105
6.487345 -0.396166
6.405636 -0.484059
6.437960 -0.562926
6.358572 -0.632281
6.282861 -0.601798
6.348138 -0.619191
6.295454 -0.647737
6.225140 -0.662924
6.318374 -0.734858
6.409658 -0.710499
6.382062 -0.703644
6.433718 -0.660457
6.463374 -0.592770
6.481952 -0.515228
6.518612 -0.580540
6.431248 -0.581646
6.441569 -0.654870
6.493367 -0.560694
6.522120 -0.470162
6.430030 -0.487000
6.390729 -0.564782
6.460473 -0.492518
6.401137 -0.541364
6.355077 -0.443482
6.390254 -0.417692
6.370165 -0.319366
6.337927 -0.268529
6.350862 -0.241769
6.281960 -0.337884
6.327592 -0.347194
6.313123 -0.291459
6.221749 -0.193464
6.207053 -0.277169
6.147588 -0.280420
6.076063 -0.349643
